room_sigudong,room_number,longitude,latitude,security_score,security_fac,room_area,room_contract,building_type,room_price,URL
서울특별시 마포구 신수동,11792587,126.938934992773,37.5478931827566,19,현관보안 / CCTV / 인터폰 / 방범창,25.02,전세,공동주택,3억7000,https://www.peterpanz.com/house/11792587
서울특별시 강서구 화곡동,11792551,126.85559901145,37.533454632472,9,인터폰 / 카드키 / 방범창,44.3,전세,공동주택,1억3500,https://www.peterpanz.com/house/11792551
서울특별시 양천구 목동,11792500,126.87437592245,37.5446457655779,17,현관보안 / CCTV / 인터폰 / 비디오폰,26.26,전세,공동주택,1억8900,https://www.peterpanz.com/house/11792500
서울특별시 강서구 화곡동,11792490,126.855945474322,37.5366526793253,17,현관보안 / CCTV / 인터폰 / 비디오폰,23.7,전세,공동주택,1억5000,https://www.peterpanz.com/house/11792490
경기도 부천시 괴안동,11792481,126.812851806812,37.4811451234788,10,현관보안 / 비디오폰,49.58,전세,공동주택,1억9500,https://www.peterpanz.com/house/11792481
경기도 부천시 소사동,11792476,126.79309871833,37.484667502837,10,현관보안 / 비디오폰,46.27,전세,공동주택,1억7500,https://www.peterpanz.com/house/11792476
서울특별시 서초구 양재동,11792466,127.03874973879,37.48178515981,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,29.75,전세,공동주택,5억7000,https://www.peterpanz.com/house/11792466
서울특별시 강남구 논현동,11792457,127.02707083768,37.50920086102,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,22.05,전세,공동주택,4억700,https://www.peterpanz.com/house/11792457
서울특별시 서초구 방배동,11792451,126.98898870735,37.487306781386,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,44.45,전세,공동주택,4억7500,https://www.peterpanz.com/house/11792451
경기도 부천시 심곡동,11792495,126.77737274378,37.485059545616,17,현관보안 / CCTV / 인터폰 / 비디오폰,29.04,전세,공동주택,1억5000,https://www.peterpanz.com/house/11792495
서울특별시 서초구 반포동,11792440,127.00106796346,37.497368825727,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,26.44,전세,공동주택,5억9000,https://www.peterpanz.com/house/11792440
경기도 부천시 소사본동,11792478,126.79399070386,37.477473549381,10,현관보안 / 비디오폰,49.58,전세,공동주택,1억8000,https://www.peterpanz.com/house/11792478
서울특별시 서초구 방배동,11792423,126.98461711454,37.479820828326,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,53.04,전세,공동주택,9억,https://www.peterpanz.com/house/11792423
서울특별시 서초구 양재동,11792417,127.038655821615,37.4810914974255,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,59.76,전세,공동주택,9억3000,https://www.peterpanz.com/house/11792417
경기도 부천시 역곡동,11792349,126.81678212519,37.489118387489,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,56.19,전세,공동주택,1억7000,https://www.peterpanz.com/house/11792349
서울특별시 서초구 서초동,11792447,127.00541258234,37.486643235325,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 방범창,39.63,전세,공동주택,3억5000,https://www.peterpanz.com/house/11792447
경기도 부천시 괴안동,11792351,126.81677816832,37.484606814391,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,52.88,전세,공동주택,2억3000,https://www.peterpanz.com/house/11792351
서울특별시 서초구 잠원동,11792432,127.00524338103,37.512023337534,29,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창 / 자체경비원,80.75,매매,공동주택,20억8000,https://www.peterpanz.com/house/11792432
서울특별시 서초구 방배동,11792426,126.98868870735,37.487756781386,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,38.83,전세,공동주택,4억4000,https://www.peterpanz.com/house/11792426
서울특별시 강남구 역삼동,11792420,127.03988920382,37.4932100960191,2,-,29.16,전세,공동주택,5억6000,https://www.peterpanz.com/house/11792420
경기도 부천시 심곡동,11792272,126.77620512338,37.487947745809,8,인터폰 / 방범창,56.19,전세,공동주택,1억6900,https://www.peterpanz.com/house/11792272
경기도 부천시 고강동,11792248,126.813307200922,37.5291576487635,19,현관보안 / CCTV / 비디오폰 / 방범창,32.92,전세,공동주택,1억7500,https://www.peterpanz.com/house/11792248
경기도 부천시 괴안동,11792258,126.81577107743,37.484370766758,8,인터폰 / 방범창,52.88,전세,공동주택,1억7800,https://www.peterpanz.com/house/11792258
서울특별시 성북구 동선동5가,11792404,127.018095207843,37.5967512485296,17,현관보안 / CCTV / 인터폰 / 비디오폰,46.3,전세,공동주택,5억2900,https://www.peterpanz.com/house/11792404
경기도 부천시 괴안동,11792353,126.81044172767,37.483470660211,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,72.71,전세,공동주택,2억5000,https://www.peterpanz.com/house/11792353
경기도 부천시 역곡동,11792346,126.80527581851,37.485688219307,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,52.88,전세,공동주택,1억6500,https://www.peterpanz.com/house/11792346
서울특별시 강서구 화곡동,11792165,126.8431287678,37.540847725711,17,현관보안 / CCTV / 인터폰 / 비디오폰,52.88,전세,공동주택,1억9000,https://www.peterpanz.com/house/11792165
경기도 부천시 심곡본동,11792204,126.78040893083,37.481912784103,17,현관보안 / CCTV / 인터폰 / 비디오폰,69.41,전세,공동주택,1억9500,https://www.peterpanz.com/house/11792204
서울특별시 강서구 화곡동,11792161,126.84447291728,37.531445269262,17,현관보안 / CCTV / 인터폰 / 비디오폰,46.27,전세,공동주택,1억8600,https://www.peterpanz.com/house/11792161
서울특별시 동작구 사당동,11792141,126.97156893845,37.4799895828829,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,29.75,전세,단독주택,1억8000,https://www.peterpanz.com/house/11792141
서울특별시 관악구 신림동,11792134,126.90648310676,37.481622320767,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,29.75,월세,단독주택,7000/46,https://www.peterpanz.com/house/11792134
서울특별시 관악구 신림동,11792128,126.936572813251,37.4781676537496,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,33.05,전세,단독주택,2억2000,https://www.peterpanz.com/house/11792128
서울특별시 동작구 상도동,11792121,126.94574724344,37.498660148522,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,44.22,전세,단독주택,3억6000,https://www.peterpanz.com/house/11792121
서울특별시 관악구 신림동,11792130,126.910915190057,37.4824308868695,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,23.14,전세,단독주택,1억9000,https://www.peterpanz.com/house/11792130
서울특별시 강서구 화곡동,11791976,126.84914361935,37.546780784652,15,현관보안 / CCTV / 비디오폰,29.9,전세,공동주택,2억4300,https://www.peterpanz.com/house/11791976
서울특별시 금천구 독산동,11792073,126.892325713831,37.4650811525453,18,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키,39.66,전세,공동주택,2억,https://www.peterpanz.com/house/11792073
서울특별시 관악구 신림동,11791929,126.90222903195,37.4820628040372,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,39.66,전세,공동주택,2억3000,https://www.peterpanz.com/house/11791929
서울특별시 구로구 오류동,11791954,126.837458228869,37.4954782644568,16,현관보안 / CCTV / 비디오폰 / 카드키,36.59,전세,공동주택,2억6500,https://www.peterpanz.com/house/11791954
서울특별시 영등포구 당산동3가,11791940,126.897121700766,37.5243968843557,15,현관보안 / CCTV / 비디오폰,46.27,전세,공동주택,1억9500,https://www.peterpanz.com/house/11791940
서울특별시 구로구 구로동,11791911,126.89944602112,37.4824670934452,18,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키,39.66,전세,공동주택,2억2000,https://www.peterpanz.com/house/11791911
서울특별시 관악구 신림동,11791867,126.91158332217,37.480378206927,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 방범창,39.66,전세,공동주택,2억1500,https://www.peterpanz.com/house/11791867
경기도 부천시 소사본동,11792517,126.79625922783,37.476488541378,8,현관보안,55.51,전세,공동주택,2억5000,https://www.peterpanz.com/house/11792517
서울특별시 동작구 노량진동,11791788,126.941587663953,37.5120043944699,14,현관보안 / CCTV / 비디오폰,19.83,월세,단독주택,300/40,https://www.peterpanz.com/house/11791788
서울특별시 관악구 남현동,11792511,126.972033304982,37.4738377801751,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 방범창,54.07,전세,공동주택,4억9000,https://www.peterpanz.com/house/11792511
경기도 부천시 심곡본동,11792266,126.78123228614,37.482454182847,8,인터폰 / 방범창,59.49,전세,공동주택,1억6800,https://www.peterpanz.com/house/11792266
서울특별시 강서구 화곡동,11792496,126.84117070347,37.532027242212,8,현관보안,59.49,전세,공동주택,2억6000,https://www.peterpanz.com/house/11792496
경기도 부천시 역곡동,11792259,126.80813947994,37.486561313718,8,인터폰 / 방범창,52.88,전세,공동주택,1억7900,https://www.peterpanz.com/house/11792259
서울특별시 강서구 화곡동,11792488,126.83651837454,37.539418209913,17,현관보안 / CCTV / 인터폰 / 비디오폰,21.32,전세,공동주택,1억4000,https://www.peterpanz.com/house/11792488
경기도 부천시 괴안동,11792254,126.81248732714,37.482703509307,8,인터폰 / 방범창,52.88,전세,공동주택,1억8900,https://www.peterpanz.com/house/11792254
경기도 부천시 역곡동,11792480,126.81034070229,37.489918821398,10,현관보안 / 비디오폰,49.58,전세,공동주택,1억8300,https://www.peterpanz.com/house/11792480
경기도 부천시 심곡동,11792472,126.78554038929,37.488888934577,10,현관보안 / 비디오폰,52.88,전세,공동주택,1억9700,https://www.peterpanz.com/house/11792472
경기도 부천시 춘의동,11792199,126.78259174709,37.504941433204,17,현관보안 / CCTV / 인터폰 / 비디오폰,52.88,전세,공동주택,1억8700,https://www.peterpanz.com/house/11792199
경기도 부천시 심곡본동,11792167,126.779439517295,37.4801226771606,17,현관보안 / CCTV / 인터폰 / 비디오폰,37.24,매매,공동주택,1억8500,https://www.peterpanz.com/house/11792167
서울특별시 서초구 방배동,11792449,126.98441028885,37.491240697834,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,72.71,전세,공동주택,7억2000,https://www.peterpanz.com/house/11792449
서울특별시 관악구 남현동,11792147,126.972527183131,37.4751773374954,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,29.75,전세,단독주택,2억7000,https://www.peterpanz.com/house/11792147
서울특별시 서초구 방배동,11792438,126.99573239409,37.489946640799,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,29.75,전세,공동주택,5억9000,https://www.peterpanz.com/house/11792438
서울특별시 관악구 신림동,11792131,126.905079687087,37.4827704380101,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,33.05,전세,단독주택,2억5000,https://www.peterpanz.com/house/11792131
서울특별시 광진구 자양동,11792422,127.06139222417,37.534474314747,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,49.58,전세,공동주택,4억2000,https://www.peterpanz.com/house/11792422
서울특별시 금천구 독산동,11792114,126.893008500422,37.4654473128827,16,현관보안 / CCTV / 비디오폰 / 카드키,36.36,전세,공동주택,2억2000,https://www.peterpanz.com/house/11792114
서울특별시 영등포구 영등포동,11791983,126.909291027284,37.515348626139,16,현관보안 / CCTV / 비디오폰 / 카드키,46.27,전세,공동주택,3억6000,https://www.peterpanz.com/house/11791983
서울특별시 관악구 봉천동,11791772,126.959531090467,37.4809559191898,17,현관보안 / CCTV / 인터폰 / 비디오폰,36.36,전세,공동주택,2억3000,https://www.peterpanz.com/house/11791772
서울특별시 동작구 상도동,11791765,126.934322980134,37.5010327350951,7,현관보안,66.1,전세,단독주택,2억6000,https://www.peterpanz.com/house/11791765
경기도 부천시 역곡동,11792348,126.80643636044,37.485864367438,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,49.58,전세,공동주택,1억5000,https://www.peterpanz.com/house/11792348
경기도 부천시 내동,11792323,126.7861120374,37.522736176198,17,현관보안 / CCTV / 인터폰 / 비디오폰,59.49,전세,공동주택,1억7000,https://www.peterpanz.com/house/11792323
경기도 부천시 고강동,11792307,126.81374783224,37.522984894536,17,현관보안 / CCTV / 인터폰 / 비디오폰,59.49,전세,공동주택,1억8000,https://www.peterpanz.com/house/11792307
경기도 부천시 소사본동,11792277,126.79396575789,37.472722553207,2,-,49.58,전세,공동주택,2억,https://www.peterpanz.com/house/11792277
경기도 부천시 심곡본동,11792267,126.7796862463,37.479871145484,4,인터폰,49.58,전세,공동주택,1억7000,https://www.peterpanz.com/house/11792267
서울특별시 금천구 시흥동,11791766,126.902201643023,37.4522332869956,15,현관보안 / CCTV / 인터폰,30,매매,공동주택,2억8000,https://www.peterpanz.com/house/11791766
서울특별시 동작구 상도동,11791746,126.93350479489,37.4946228789687,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,56.19,전세,단독주택,3억5000,https://www.peterpanz.com/house/11791746
경기도 부천시 소사본동,11791726,126.799947365396,37.4716851961377,4,비디오폰,36.36,전세,공동주택,1억4000,https://www.peterpanz.com/house/11791726
서울특별시 금천구 독산동,11791691,126.893490135923,37.4669734297017,14,현관보안 / CCTV / 인터폰,19.83,월세,단독주택,500/43,https://www.peterpanz.com/house/11791691
서울특별시 금천구 독산동,11791681,126.89940609189,37.4763236202903,13,현관보안 / CCTV,29.91,전세,공동주택,2억4500,https://www.peterpanz.com/house/11791681
서울특별시 관악구 신림동,11791620,126.924642282582,37.4804165935978,17,현관보안 / CCTV / 인터폰 / 비디오폰,36.36,전세,공동주택,2억3000,https://www.peterpanz.com/house/11791620
경기도 부천시 역곡동,11792260,126.81268756675,37.489845134706,8,인터폰 / 방범창,52.88,전세,공동주택,1억8500,https://www.peterpanz.com/house/11792260
서울특별시 관악구 신림동,11791609,126.931525723835,37.4828895472982,17,현관보안 / CCTV / 인터폰 / 비디오폰,36.36,전세,공동주택,2억2000,https://www.peterpanz.com/house/11791609
서울특별시 관악구 신림동,11791943,126.90547331481,37.482803335984,20,현관보안 / CCTV / 인터폰 / 카드키 / 방범창,39.66,전세,공동주택,2억2000,https://www.peterpanz.com/house/11791943
경기도 부천시 원미동,11791921,126.78910835103,37.492022225381,15,현관보안 / CCTV / 인터폰,48.67,전세,공동주택,2억1500,https://www.peterpanz.com/house/11791921
서울특별시 서초구 반포동,11791902,126.999857060424,37.4970066451967,17,현관보안 / CCTV / 인터폰 / 비디오폰,25.6,전세,공동주택,5억2000,https://www.peterpanz.com/house/11791902
서울특별시 동작구 상도동,11791808,126.929813918344,37.4984999371535,14,현관보안 / CCTV / 비디오폰,39.66,전세,단독주택,1억8000,https://www.peterpanz.com/house/11791808
서울특별시 동작구 사당동,11791780,126.9793170602,37.478188273611,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,29.75,전세,단독주택,2억9000,https://www.peterpanz.com/house/11791780
서울특별시 금천구 독산동,11791769,126.892742205189,37.4693886328549,13,현관보안 / CCTV / 인터폰,23.14,월세,제2종 근린생활시설,200/38,https://www.peterpanz.com/house/11791769
서울특별시 금천구 시흥동,11791750,126.902201643023,37.4522332869956,15,현관보안 / CCTV / 인터폰,30,전세,공동주택,2억4000,https://www.peterpanz.com/house/11791750
서울특별시 중랑구 면목동,11791731,127.087143159805,37.5860698406265,15,현관보안 / CCTV / 비디오폰,29.61,전세,공동주택,3억5500,https://www.peterpanz.com/house/11791731
서울특별시 강서구 화곡동,11791692,126.84249692807,37.537998545472,19,현관보안 / CCTV / 인터폰 / 방범창,34.97,전세,공동주택,1억9000,https://www.peterpanz.com/house/11791692
경기도 부천시 괴안동,11792256,126.81447869682,37.48247693782,8,인터폰 / 방범창,52.88,전세,공동주택,1억8500,https://www.peterpanz.com/house/11792256
경기도 부천시 심곡본동,11792243,126.7803415942,37.481593602973,8,인터폰 / 방범창,52.88,전세,공동주택,1억7800,https://www.peterpanz.com/house/11792243
경기도 부천시 소사본동,11792206,126.79375820918,37.47925902546,17,현관보안 / CCTV / 인터폰 / 비디오폰,59.49,전세,공동주택,1억8500,https://www.peterpanz.com/house/11792206
경기도 부천시 춘의동,11792200,126.78441990555,37.502432393845,17,현관보안 / CCTV / 인터폰 / 비디오폰,76.02,전세,공동주택,1억9500,https://www.peterpanz.com/house/11792200
서울특별시 구로구 개봉동,11792170,126.85667512639,37.491056813823,17,현관보안 / CCTV / 인터폰 / 비디오폰,38,전세,공동주택,2억1000,https://www.peterpanz.com/house/11792170
서울특별시 강서구 화곡동,11792164,126.83663773025,37.540022414114,17,현관보안 / CCTV / 인터폰 / 비디오폰,39.66,전세,공동주택,1억8700,https://www.peterpanz.com/house/11792164
서울특별시 관악구 봉천동,11792149,126.965620973185,37.478553595207,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,29.75,전세,단독주택,2억,https://www.peterpanz.com/house/11792149
서울특별시 관악구 남현동,11792139,126.972285175852,37.4732388479763,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,39.66,월세,단독주택,1억5000/20,https://www.peterpanz.com/house/11792139
서울특별시 동작구 사당동,11792133,126.969065978145,37.4809339324169,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,33.05,월세,단독주택,1억/50,https://www.peterpanz.com/house/11792133
서울특별시 동작구 대방동,11792127,126.923950581872,37.505063197669,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,26.44,전세,단독주택,1억7000,https://www.peterpanz.com/house/11792127
서울특별시 금천구 독산동,11792117,126.89304209169,37.465693186947,14,현관보안 / CCTV / 카드키,36.36,전세,공동주택,2억3000,https://www.peterpanz.com/house/11792117
서울특별시 강서구 화곡동,11792061,126.848815593498,37.5393154104747,8,현관보안,39.72,전세,공동주택,1억3000,https://www.peterpanz.com/house/11792061
서울특별시 관악구 신림동,11791974,126.90517331481,37.482353335984,16,현관보안 / CCTV / 비디오폰 / 카드키,39.66,전세,공동주택,2억3000,https://www.peterpanz.com/house/11791974
서울특별시 금천구 시흥동,11791597,126.909593530922,37.4519765273017,17,현관보안 / CCTV / 인터폰 / 비디오폰,29.9,전세,공동주택,2억1000,https://www.peterpanz.com/house/11791597
서울특별시 광진구 구의동,11791600,127.086492974346,37.5458648242144,13,현관보안 / CCTV,58.53,매매,공동주택,6억7000,https://www.peterpanz.com/house/11791600
서울특별시 관악구 봉천동,11791567,126.954812773974,37.4874365143339,17,현관보안 / CCTV / 인터폰 / 비디오폰,37.02,전세,공동주택,2억2000,https://www.peterpanz.com/house/11791567
서울특별시 관악구 봉천동,11791536,126.953518917763,37.485228001848,17,현관보안 / CCTV / 인터폰 / 비디오폰,36.36,전세,공동주택,2억3000,https://www.peterpanz.com/house/11791536
경기도 시흥시 신천동,11789844,126.78490412142,37.442078554112,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,68.05,매매,공동주택,3억1900,https://www.peterpanz.com/house/11789844
경기도 부천시 소사본동,11789792,126.797373284815,37.482532372072,2,-,46.7,전세,공동주택,1억6900,https://www.peterpanz.com/house/11789792
서울특별시 광진구 자양동,11789761,127.083266321559,37.5291393551294,18,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키,26.31,전세,공동주택,3억7000,https://www.peterpanz.com/house/11789761
서울특별시 구로구 구로동,11788814,126.881327722263,37.4936456624696,16,현관보안 / CCTV / 인터폰 / 비디오폰,18,전세,단독주택,7000,https://www.peterpanz.com/house/11788814
서울특별시 금천구 가산동,11789763,126.89021616036,37.478994306302,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,29.7,전세,공동주택,1억8000,https://www.peterpanz.com/house/11789763
서울특별시 관악구 신림동,11789713,126.927530542777,37.4844853731132,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,46.27,전세,단독주택,2억5000,https://www.peterpanz.com/house/11789713
서울특별시 금천구 가산동,11789640,126.893023778104,37.4734469474145,11,현관보안 / CCTV,16.53,전세,제2종 근린생활시설,6000,https://www.peterpanz.com/house/11789640
서울특별시 구로구 구로동,11789626,126.898480872653,37.4805756818022,11,현관보안 / CCTV,15.81,월세,제2종 근린생활시설,100/45,https://www.peterpanz.com/house/11789626
서울특별시 동작구 상도1동,11788059,126.9532380255,37.5026926497,20,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,21.48,월세,제2종 근린생활시설,500/45,https://www.peterpanz.com/house/11788059
서울특별시 중랑구 중화동,11789605,127.077906420659,37.5974255523593,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 방범창,28.26,전세,공동주택,1억6000,https://www.peterpanz.com/house/11789605
서울특별시 중랑구 묵동,11787970,127.0742204402,37.6080196984984,21,현관보안 / CCTV / 인터폰 / 비디오폰 / 방범창,25.85,전세,공동주택,2억8700,https://www.peterpanz.com/house/11787970
서울특별시 마포구 망원동,11789548,126.90824405356,37.554860940656,15,현관보안 / CCTV / 비디오폰,28.74,전세,공동주택,3억6500,https://www.peterpanz.com/house/11789548
서울특별시 관악구 신림동,11789497,126.934128498705,37.4829659008722,19,현관보안 / CCTV / 인터폰 / 카드키 / 방범창,23.14,전세,단독주택,1억7000,https://www.peterpanz.com/house/11789497
서울특별시 관악구 신림동,11789458,126.9131706775,37.47962863328,16,현관보안 / CCTV / 방범창,23.14,전세,단독주택,7000,https://www.peterpanz.com/house/11789458
경기도 부천시 소사본동,11789444,126.799307498543,37.4712283807268,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,73.33,매매,공동주택,4억2500,https://www.peterpanz.com/house/11789444
서울특별시 영등포구 대림동,11789417,126.901577691842,37.4886893573998,18,현관보안 / CCTV / 인터폰 / 방범창,23.14,월세,단독주택,1억5000/20,https://www.peterpanz.com/house/11789417
서울특별시 구로구 오류동,11789399,126.84220003242,37.499758503173,6,인터폰 / 비디오폰,22.82,전세,공동주택,1억3000,https://www.peterpanz.com/house/11789399
경기도 부천시 소사본동,11789391,126.793121803234,37.475385598762,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,66.1,전세,공동주택,1억6000,https://www.peterpanz.com/house/11789391
서울특별시 구로구 가리봉동,11789360,126.892244979623,37.4797462769032,15,현관보안 / CCTV / 인터폰,29.11,전세,공동주택,2억900,https://www.peterpanz.com/house/11789360
서울특별시 관악구 신림동,11789343,126.939407750334,37.4698553423847,0,-,16,월세,제2종 근린생활시설,100/20,https://www.peterpanz.com/house/11789343
서울특별시 은평구 녹번동,11789316,126.928307012227,37.6068538488504,18,현관보안 / CCTV / 비디오폰 / 방범창,19.83,전세,단독주택,1억1000,https://www.peterpanz.com/house/11789316
서울특별시 광진구 군자동,11789283,127.074795215158,37.5562062704835,1,-,39.66,전세,단독주택,9000,https://www.peterpanz.com/house/11789283
서울특별시 관악구 봉천동,11789263,126.956783843346,37.4815104182928,7,현관보안,24.46,월세,단독주택,1000/58,https://www.peterpanz.com/house/11789263
서울특별시 구로구 개봉동,11789220,126.851328355707,37.4919569305118,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,35.23,전세,공동주택,2억7700,https://www.peterpanz.com/house/11789220
서울특별시 관악구 신림동,11789381,126.932977363912,37.4762915693397,1,-,33.05,전세,단독주택,7000,https://www.peterpanz.com/house/11789381
서울특별시 양천구 신정동,11789354,126.85779059369,37.5264878449799,11,현관보안 / CCTV,23.39,전세,제2종 근린생활시설,1억7000,https://www.peterpanz.com/house/11789354
서울특별시 강서구 등촌동,11789182,126.86336455175,37.551302346644,18,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키,27.91,전세,공동주택,2억3000,https://www.peterpanz.com/house/11789182
서울특별시 마포구 서교동,11789172,126.914309077636,37.5551720890377,1,-,20,월세,단독주택,1000/40,https://www.peterpanz.com/house/11789172
서울특별시 강서구 화곡동,11789063,126.848201374876,37.5470958274613,13,현관보안 / CCTV,28.72,전세,공동주택,2억6000,https://www.peterpanz.com/house/11789063
서울특별시 광진구 자양동,11789020,127.083266321559,37.5291393551294,18,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키,28.72,전세,공동주택,4억1800,https://www.peterpanz.com/house/11789020
서울특별시 서초구 방배동,11789019,126.994403208278,37.4755675626838,2,-,36.82,전세,공동주택,5억8500,https://www.peterpanz.com/house/11789019
서울특별시 관악구 신림동,11788996,126.93138193567,37.483788496413,13,현관보안 / CCTV / 인터폰,19.83,전세,제1종 근린생활시설,1억1000,https://www.peterpanz.com/house/11788996
서울특별시 서초구 반포동,11788992,127.00005630633,37.50062942529,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,29.99,전세,공동주택,10억2800,https://www.peterpanz.com/house/11788992
서울특별시 구로구 개봉동,11788954,126.851328355707,37.4919569305118,18,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키,35.23,전세,공동주택,2억7700,https://www.peterpanz.com/house/11788954
서울특별시 마포구 성산동,11789114,126.915412766645,37.5588529176417,1,-,20,월세,단독주택,1000/40,https://www.peterpanz.com/house/11789114
서울특별시 강서구 화곡동,11788938,126.837820269446,37.5401897475415,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,28.32,전세,공동주택,1억6000,https://www.peterpanz.com/house/11788938
서울특별시 성동구 송정동,11789067,127.06941713648,37.552437499397,1,-,26.44,월세,단독주택,1000/70,https://www.peterpanz.com/house/11789067
서울특별시 강서구 화곡동,11788931,126.83918390031,37.538242309478,20,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,21.24,전세,제2종 근린생활시설,1억5500,https://www.peterpanz.com/house/11788931
서울특별시 강서구 화곡동,11788919,126.84269786646,37.528138717013,20,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,54.14,전세,제2종 근린생활시설,1억5000,https://www.peterpanz.com/house/11788919
서울특별시 강서구 화곡동,11788929,126.85231206026,37.530467420272,20,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,33.46,전세,제2종 근린생활시설,1억5900,https://www.peterpanz.com/house/11788929
서울특별시 중구 황학동,11789014,127.021174107144,37.5696243482958,18,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키,29.98,전세,공동주택,2억9500,https://www.peterpanz.com/house/11789014
서울특별시 금천구 독산동,11788918,126.89782915672,37.462698212746,8,현관보안,33.05,월세,공동주택,3000/75,https://www.peterpanz.com/house/11788918
경기도 부천시 고강동,11788891,126.819176774216,37.5294930337636,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,37.74,전세,공동주택,1억5000,https://www.peterpanz.com/house/11788891
서울특별시 관악구 봉천동,11788987,126.94509366898,37.48299850119,12,현관보안 / CCTV,23.14,전세,단독주택,1억2000,https://www.peterpanz.com/house/11788987
서울특별시 강서구 화곡동,11788877,126.84781262841,37.539309667354,8,인터폰 / 방범창,39,전세,공동주택,1억2000,https://www.peterpanz.com/house/11788877
서울특별시 양천구 신월동,11788852,126.83299810383,37.540526633349,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,24.85,전세,공동주택,1억4000,https://www.peterpanz.com/house/11788852
서울특별시 관악구 신림동,11788940,126.91185398681,37.48456754959,18,현관보안 / CCTV / 인터폰 / 방범창,23.14,전세,단독주택,1억3000,https://www.peterpanz.com/house/11788940
서울특별시 강서구 공항동,11788875,126.81387736059,37.557551588843,22,현관보안 / CCTV / 인터폰 / 비디오폰 / 카드키 / 방범창,60,전세,공동주택,1억5000,https://www.peterpanz.com/house/11788875
